record_key,date,date_precision,calendar,kind,direction,sender,recipient,place,language,language_detail,period,edition_of_record,tboo_volume,tboo_page_first,tboo_page_last,witness_class,witness_lines,translation_grade,collated,hven_kassel,concerns_press,abstract,tekstnet_url,letter_page
brahe-t_16000322001,1600-03-22,day,ns,letter,from,Tycho Brahe,Eske Bille,Benátky,Danish,Danish,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,184,189,draft-only,1,A,yes,no,no,"Reports stable conditions in Bohemia, notes the Emperor has been absent from Prague for six months due to epidemic sickness, and expects his return after Easter.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000322001/,letters/brahe-t_16000322001.html
brahe-t_16000322002,1600-03-22,day,ns,letter,from,Tycho Brahe,Kirsten Lindenov,Benátky,Danish,Danish,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,189,191,draft-only,1,A,yes,no,no,"Reports that the recipient's son Claus has left for France to learn the language, as Italian and Spanish now predominate over French at the imperial court.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000322002/,letters/brahe-t_16000322002.html
brahe-t_16000322003,1600-03-22,day,ns,letter,from,Tycho Brahe,Johann Tauchmann,Benátky,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,190,191,draft-only,1,A,yes,no,no,"Instructs that funds held for the Brandenburg mathematician Müller be used to cover messenger expenses, and asks whether letters have arrived from Lübeck, Hamburg, or Wittenberg.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000322003/,letters/brahe-t_16000322003.html
brahe-t_16000323001,1600-03-23,day,ns,letter,from,Tycho Brahe,Peder Brahe,Benátky,Danish,Danish,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,191,192,draft-only,1,A,yes,no,no,"Apologizes for long silence, expresses condolences for the recipient's two lost sons, and requests that he write with news whenever a messenger passes.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000323001/,letters/brahe-t_16000323001.html
brahe-t_16000324001,1600-03-24,day,ns,letter,to,Johannes Jessenius,Tycho Brahe,Plzeň,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,269,271,copies-only,1,A,yes,no,no,"Reports arrival in Pilsen to pursue his father's long legal case at court, noting that Tycho's name alone opens ready access to imperial councillors.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000324001/,letters/brahe-t_16000324001.html
brahe-t_16000324002,1600-03-24,day,ns,letter,from,Tycho Brahe,Niels Krag,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,271,278,unmarked-only,1,B,yes,no,no,"Acknowledges the recipient's reproach over long silence in correspondence, defends his familiar style of address toward friends, and thanks him for hospitality shown to his son.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000324002/,letters/brahe-t_16000324002.html
brahe-t_16000327001,1600-03-27,day,ns,letter,from,Tycho Brahe,Melchior Jöstelius,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,277,280,unmarked-only,1,A,yes,no,no,"Asks the recipient to send at least his completed work on the three superior planets' orbits under the triple hypotheses, for inclusion in the second Book of Letters.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000327001/,letters/brahe-t_16000327001.html
brahe-t_16000327002,1600-03-27,day,ns,letter,from,Tycho Brahe,Wolfgang Franzius,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,279,281,unmarked-only,1,A,yes,no,yes,"Reports that the epidemic has subsided and the Emperor lingers at Pilsen but is expected soon in Prague, and discusses an untrustworthy Transylvanian who had sought his letters.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000327002/,letters/brahe-t_16000327002.html
brahe-t_16000328001,1600-03-28,day,ns,letter,from,Tycho Brahe,Johannes Jessenius,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,280,282,unmarked-only,1,A,yes,no,no,"Asks the recipient to investigate the contents of a suppressed supplication by Ursus the Dithmarsian, which complained against him to imperial councillors but was ignominiously rejected.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000328001/,letters/brahe-t_16000328001.html
brahe-t_16000328002,1600-03-28,day,ns,letter,from,Tycho Brahe,David Chytraeus,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,282,286,unmarked-only,1,A,yes,no,no,"Returns a corrected sheet for inclusion in the recipient's annual histories, revising the account of being summoned to Bohemia and received by the Emperor.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000328002/,letters/brahe-t_16000328002.html
brahe-t_16000329001,1600-03-29,day,ns,letter,from,Tycho Brahe,Unnamed correspondents (Anonymus),Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,285,288,unmarked-only,1,A,yes,no,no,Thanks an anonymous correspondent for congratulations on his imperial appointment and reflects on divine providence in securing a tranquil harbour after difficulties in his homeland.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000329001/,letters/brahe-t_16000329001.html
brahe-t_16000329002,1600-03-29,day,ns,letter,from,Tycho Brahe,Unnamed correspondents (Anonymus),Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,287,289,unmarked-only,1,A,yes,no,no,"Excuses a Livonian correspondent's long silence, offers intercession at the imperial court on his behalf, and welcomes his son's future visit.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000329002/,letters/brahe-t_16000329002.html
brahe-t_16000329003,1600-03-29,day,ns,letter,from,Tycho Brahe,Christophorus Henniochus,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,288,289,unmarked-only,1,A,yes,no,no,"Promises to inquire about a Paracelsian chemist in Silesia through Hagecius, and asks the recipient to describe his chemical artifice for extracting something from Bohemian garnets.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000329003/,letters/brahe-t_16000329003.html
brahe-t_16000329004,1600-03-29,day,ns,letter,from,Tycho Brahe,Martin Brasch,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,289,291,unmarked-only,1,A,yes,no,no,"Thanks Brasch for congratulations on his imperial appointment and for an elegiac poem featuring Urania, then criticises the poem's polish as inferior to his earlier verse.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000329004/,letters/brahe-t_16000329004.html
brahe-t_16000331001,1600-03-31,day,ns,letter,from,Tycho Brahe,Jacob Bording,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,192,194,draft-only,1,A,yes,no,no,"Acknowledges Bording's report that Duke Ulrich received news of his imperial position graciously, and notes that subsequent letters from Bording and Henrik Ramel have not arrived.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000331001/,letters/brahe-t_16000331001.html
brahe-t_16000400001,1600-04-00,month,ns,letter,to,Johannes Kepler,Tycho Brahe,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,304,307,original,1,A,yes,no,yes,"Apologises for his recent intemperance during his stay at Benátky, recounting Tycho's liberal hospitality and shared observations, and expressing remorse for his conduct.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000400001/,letters/brahe-t_16000400001.html
brahe-t_16000401001,1600-04-01,day,ns,letter,from,Tycho Brahe,Daniel Cramer,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,290,292,unmarked-only,1,A,yes,no,yes,"Thanks Cramer for an ode to the Emperor and pledges to support his bid for the imperial laurel, noting the Emperor's absence from Prague due to plague in Bohemia.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000401001/,letters/brahe-t_16000401001.html
brahe-t_16000403001,1600-04-03,day,ns,letter,to,Johann Georg Herwart von Hohenburg,Tycho Brahe,Munich,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,292,293,unmarked-only,1,A,yes,no,yes,"Sends Frankfurt spring fair book catalogues and several books, including works by Gemma Frisius, Camerarius, Peurbach emended by Orontius Finaeus, and the Tables of Queen Elizabeth of England.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000403001/,letters/brahe-t_16000403001.html
brahe-t_16000404001,1600-04-04,day,ns,letter,from,Tycho Brahe,The Chapter of Magdeburg Cathedral,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,194,195,draft-only,1,A,yes,no,no,"Requests the Chapter's assistance in transferring his astronomical instruments from Magdeburg to Bohemia via the Elbe, the Magdeburg Senate having twice refused the Emperor's letters on the matter.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000404001/,letters/brahe-t_16000404001.html
brahe-t_16000405001,1600-04-05,day,ns,letter,from,Tycho Brahe,Georg Rollenhagen,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,292,295,unmarked-only,1,A,yes,no,yes,"Reports having assisted a Hamburg citizen through court intermediaries at Rollenhagen's request, and says no further solicitation of the Senate is needed since the Emperor has intervened directly.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000405001/,letters/brahe-t_16000405001.html
brahe-t_16000405002,1600-04-05,day,ns,letter,to,Johannes Kepler,Tycho Brahe,Benátky,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,295,296,unmarked-only,1,A,yes,no,yes,"Formally acknowledges his arrival at Benátky on 4 February 1600, Tycho's hospitality, and the sharing of observations and astronomical labours, committing to confidentiality regarding the material shared.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000405002/,letters/brahe-t_16000405002.html
brahe-t_16000406001,1600-04-06,day,ns,letter,from,Tycho Brahe,Johann Friedrich Hoffmann,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,296,297,unmarked-only,1,A,yes,no,no,"Reports that Kepler is departing for Prague before affairs concerning his appointment are concluded at Pilsen, and awaits the Emperor's response to his petitions before settling the matter.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000406001/,letters/brahe-t_16000406001.html
brahe-t_16000408001,1600-04-08,day,ns,letter,from,Tycho Brahe,Johannes Jessenius,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,297,299,copies-only,1,A,yes,no,no,Asks Jessenius to return documents held for Hoffmann and to forward Tengnagel's letters to Daniel so he can solicit Tycho's affairs with both Coraduz and Barvitius.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000408001/,letters/brahe-t_16000408001.html
brahe-t_16000411001,1600-04-11,day,ns,letter,to,Johann Georg Herwart von Hohenburg,Tycho Brahe,Munich,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,299,300,unmarked-only,1,A,yes,no,yes,"Warns of postal negligence in Prague and asks Tycho to route future letters through Alexander Prandtl or Johann Menhard rather than the postmaster, to ensure reliable delivery.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000411001/,letters/brahe-t_16000411001.html
brahe-t_16000414001,1600-04-14,day,ns,letter,from,Tycho Brahe,Cosimo Concini,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,300,301,unmarked-only,1,A,yes,no,no,Thanks Concini for conveying the Grand Duke of Tuscany's letter and pledges to visit Prague once instrument installations at Benátky and pending observations are attended to.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000414001/,letters/brahe-t_16000414001.html
brahe-t_16000414002,1600-04-14,day,ns,letter,from,Tycho Brahe,Raphael Ciaperenius,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,301,302,unmarked-only,1,A,yes,no,no,"Thanks Ciaparenius for conveying letters from the Florentine Ambassador and for his kindness to Tengnagel and Tycho's son, and anticipates founding a personal friendship when visiting Prague.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000414002/,letters/brahe-t_16000414002.html
brahe-t_16000417001,1600-04-17,day,ns,letter,from,Tycho Brahe,Susanne Hájek,Benátky,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,197,199,draft-only,1,A,yes,no,yes,"Promises to write to his Lübeck factor to pursue Susanne's debtor David Heidler on her behalf, and asks for news of her husband Dr. Thaddaeus Hájek's health.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000417001/,letters/brahe-t_16000417001.html
brahe-t_16000418001,1600-04-18,day,ns,letter,to,Johann Georg Herwart von Hohenburg,Tycho Brahe,Munich,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,299,302,unmarked-only,1,A,yes,no,yes,"Sends several books Tycho requested, including the Prutenic Tables and Copernicus On Triangles, and reports manuscript exemplars of Hipparchus and Ptolemy's Great Syntaxis available for collation.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000418001/,letters/brahe-t_16000418001.html
brahe-t_16000420001,1600-04-20,day,ns,letter,from,Tycho Brahe,Vitus Winshemius,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,302,303,unmarked-only,1,A,yes,no,no,Thanks Winshemius for repeated correspondence and reports having interceded with Lord Barvitius through Tengnagel on behalf of a Hamburg citizen Winshemius had commended.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000420001/,letters/brahe-t_16000420001.html
brahe-t_16000420002,1600-04-20,day,ns,letter,from,Tycho Brahe,Ludolf Riddershusen,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,303,305,unmarked-only,1,A,yes,no,no,"Explains his methods for astrological Directions and the distribution of the Heaven, arguing they must be calculated to the Horizon of the native's birthplace rather than current residence.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000420002/,letters/brahe-t_16000420002.html
brahe-t_16000422001,1600-04-22,day,ns,letter,from,Tycho Brahe,Christina von Halle,Benátky,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,197,201,draft-only,1,A,yes,no,no,"Reports that kinsman Eske Bille failed to redeem a Holstein bond on time but will settle at the next Umschlag, asking her to secure patience from Dincklage.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000422001/,letters/brahe-t_16000422001.html
brahe-t_16000424001,1600-04-24,day,ns,letter,from,Tycho Brahe,Vincent Moller,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,200,201,draft-only,1,A,yes,no,no,Congratulates Moller on his elevation to the Hamburg consulship and urges him to use his authority to intercede in releasing Tycho's instruments and goods held at Lübeck per the Emperor's wishes.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000424001/,letters/brahe-t_16000424001.html
brahe-t_16000426002,1600-04-26,day,ns,letter,to,Johann Georg Herwart von Hohenburg,Tycho Brahe,Munich,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,304,305,unmarked-only,1,A,yes,no,yes,Sends two books by François Viète and reports plans to travel to Augsburg to seek out posthumous manuscript works of Cyprian Leovitius and transmit them to Tycho.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000426002/,letters/brahe-t_16000426002.html
brahe-t_16000501001,1600-05-01,day,os,letter,to,Jacques Bongars,Tycho Brahe,Frankfurt am Main,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,317,318,unmarked-only,1,A,yes,no,no,Reports not receiving Tycho's earlier letters or meeting Tengnagel; asks Tycho to repeat their contents; offers assistance and provides a safe Prague address for future correspondence.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000501001/,letters/brahe-t_16000501001.html
brahe-t_16000502001,1600-05-02,day,ns,letter,from,Tycho Brahe,"Matthias, Archduke of Austria",Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,306,309,copies-only,1,A,yes,no,no,"Addresses Archduke Matthias, citing his reputed esteem for mathematics, and recalls tokens of favour shown during the Archduke's earlier passage through Denmark.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000502001/,letters/brahe-t_16000502001.html
brahe-t_16000504001,1600-05-04,day,ns,letter,from,Tycho Brahe,Cosimo Concini,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,308,310,copies-only,1,A,yes,no,no,"Responds to Concini's condition regarding the Catholic religion for his son's entry into the Tuscan court, promising the young man will cause no religious offence to anyone.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000504001/,letters/brahe-t_16000504001.html
brahe-t_16000504002,1600-05-04,day,ns,letter,from,Tycho Brahe,Galileo Galilei,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,310,312,unmarked-only,1,A,yes,no,no,"Initiates correspondence with Galileo after hearing praise of his mathematical abilities from the Tuscan ambassador Concini during a meeting in Prague, seeking to establish a scholarly friendship.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000504002/,letters/brahe-t_16000504002.html
brahe-t_16000504003,1600-05-04,day,ns,letter,to,Johann Georg Herwart von Hohenburg,Tycho Brahe,Munich,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,311,313,unmarked-only,1,A,yes,no,yes,"Acknowledges receipt of Tycho's April letter, expresses relief that none of their letters have been lost, and anticipates receiving Tycho's revised lunar hypothesis.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000504003/,letters/brahe-t_16000504003.html
brahe-t_16000506001,1600-05-06,day,ns,letter,from,Tycho Brahe,"Christian II, Elector of Saxony",Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,310,314,unmarked-only,1,A,yes,no,no,"Thanks Christian II for past kindnesses including a gold chain and an invitation at Torgau, and presents him with a star-table inscribed on parchment, sent via Jessenius.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000506001/,letters/brahe-t_16000506001.html
brahe-t_16000506002,1600-05-06,day,ns,letter,from,Tycho Brahe,Rudolf Coraduz (Corraducius),Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,313,315,unmarked-only,1,A,yes,no,no,Reports a failed attempt to meet Coraduz in Prague and presses for confirmation of imperial grants promised through Tengnagel's intercession before his departure.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000506002/,letters/brahe-t_16000506002.html
brahe-t_16000507001,1600-05-07,day,ns,letter,from,Tycho Brahe,Johann Anton Barvitius,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,314,316,unmarked-only,1,A,yes,no,no,"Presses Barvitius to resolve pending matters at the imperial court, having waited fruitlessly in Prague for an audience, and sends a servant to facilitate proceedings.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000507001/,letters/brahe-t_16000507001.html
brahe-t_16000507002,1600-05-07,day,ns,letter,from,Tycho Brahe,Johannes Jessenius,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,315,317,unmarked-only,1,A,yes,no,no,"Sends Jessenius a globe for the Elector of Saxony and a star-table inscribed on parchment, requesting that he deliver both to the Elector on Tycho's behalf.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000507002/,letters/brahe-t_16000507002.html
brahe-t_16000507003,1600-05-07,day,ns,letter,from,Tycho Brahe,Ehrenfried Freiherr von Minckwitz,Benátky,German,German / Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,201,202,draft-only,1,A,yes,no,no,Reports Carl von Wartenberg's visit and requests to know which Pentecost day Wartenberg has proposed for their joint meeting so Tycho can prepare for the journey.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000507003/,letters/brahe-t_16000507003.html
brahe-t_16000508001,1600-05-08,day,ns,letter,from,Tycho Brahe,Georg von Wolframsdorf,Benátky,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,316,318,unmarked-only,1,A,yes,no,yes,"Reports his prosperous condition in Bohemia under imperial protection and offers assistance at the imperial court, directing Wolframsdorf to Jessenius for fuller particulars.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000508001/,letters/brahe-t_16000508001.html
brahe-t_16000511001,1600-05-11,day,unmarked,letter,to,Johannes Isacius Pontanus,Tycho Brahe,Herborn,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,203,204,draft-only,1,A,yes,no,no,"Reports long-frustrated attempts to reach Tycho by letter from Rostock and later Germany, and expresses joy on learning of his arrival in Prague under imperial patronage.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000511001/,letters/brahe-t_16000511001.html
brahe-t_16000512001,1600-05-12,day,unmarked,letter,to,Erik Brahe,Tycho Brahe,Herborn,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,203,205,original,1,A,yes,no,no,"Thanks Tycho for benefits received, especially for influencing his father's decision to invest in serious study, and pledges lasting gratitude and diligence in return.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000512001/,letters/brahe-t_16000512001.html
brahe-t_16000515001,1600-05-15,day,ns,letter,from,Tycho Brahe,Unnamed correspondents (Anonymus),Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,318,319,unmarked-only,1,A,yes,no,no,Asks an anonymous imperial patron to help a young Danish nobleman of the Rosenkrantz family obtain a military position at the court of Archduke Matthias.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000515001/,letters/brahe-t_16000515001.html
brahe-t_16000515002,1600-05-15,day,ns,letter,from,Tycho Brahe,Gottfried von Berbistorf,Benátky,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,202,203,draft-only,1,A,yes,no,no,"Declines a Whitsun invitation from Berbisdorf, explaining a prior commitment to visit Carl von Wartenberg and Ehrenfried von Minckwitz during the same period.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000515002/,letters/brahe-t_16000515002.html
brahe-t_16000516001,1600-05-16,day,ns,letter,from,Tycho Brahe,Jacob Monau (Monavius),Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,319,321,unmarked-only,1,A,yes,no,no,"Discusses printing arrangements for his works, noting Wittenberg or Leipzig as cheaper alternatives to the current printer's excessive price, and briefly acknowledges letters from Fischer and Scultetus.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000516001/,letters/brahe-t_16000516001.html
brahe-t_16000516002,1600-05-16,day,ns,letter,from,Tycho Brahe,Tobias Fischer,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,320,323,unmarked-only,1,A,yes,no,no,"Apologizes for delayed replies to two letters and enclosed poems, attributing the silence to occupations and changes of place, and thanks Fischer for his sincere affection.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000516002/,letters/brahe-t_16000516002.html
brahe-t_16000516003,1600-05-16,day,ns,letter,from,Tycho Brahe,Daniel Bucretius,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,322,324,unmarked-only,1,A,yes,no,no,Invokes their old Uraniborg acquaintance and asks Bucretius to help locate a Breslau figure known to have been devoted to astronomy or judicial astrology.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000516003/,letters/brahe-t_16000516003.html
brahe-t_16000600001,1600-06-00,month,unmarked,act,from,Tycho Brahe,Johannes Kepler,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,323,325,unmarked-only,2,A,yes,no,yes,Certifies that Kepler spent four months (February–May 1600) at Benátky working diligently on astronomical exercises with Tycho's instruments and observations.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000600001/,letters/brahe-t_16000600001.html
brahe-t_16000614001,1600-06-14,day,ns,letter,to,Jacob Monau (Monavius),Tycho Brahe,Wrocław,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,310,326,unmarked-only,1,A,yes,no,no,"Confirms receipt of Tycho's May letter, concedes that cheaper printing is available elsewhere than Breslau, and relays greetings from Bucretius.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000614001/,letters/brahe-t_16000614001.html
brahe-t_16000619001,1600-06-19,day,os,letter,to,Georg Rollenhagen,Tycho Brahe,Magdeburg,Latin,Latin / German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,326,327,unmarked-only,1,A,yes,no,yes,"Reports that the Magdeburg canons are ready to purchase Tycho's astronomical equipment and that two boatmen offer to ship it to Leitmeritz, pressing for a reply.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000619001/,letters/brahe-t_16000619001.html
brahe-t_16000723001,1600-07-23,day,ns,letter,from,Tycho Brahe,Joseph Justus Scaliger,Prague,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,327,330,copies-only,1,A,yes,no,yes,"Thanks Scaliger for his March letter, reports being summoned to Prague by Emperor Rudolf II, and mentions a chance meeting with Nicolaus Suckerback of Meissen, newly arrived from Italy.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000723001/,letters/brahe-t_16000723001.html
brahe-t_16000726001,1600-07-26,day,ns,letter,from,Tycho Brahe,An unnamed lady,Prague,German,German,exile,no printed source stated by the edition,,207,208,draft-only,1,B,no,no,no,"Thanks the recipient for an ox procured on his behalf, acknowledges property arrangements in their charge, and promises to send someone to inspect around St. Bartholomew's.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000726001/,letters/brahe-t_16000726001.html
brahe-t_16000727001,1600-07-27,day,ns,letter,to,"Zbyněk Berka z Dubé, Archbishop of Prague",Tycho Brahe,Prague,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,208,209,draft-only,1,A,yes,no,no,"Reports that the printer of Ursus's unauthorized writing is unknown, promises investigation and punishment, and advises Tycho to press the Lord Court-Marshal, under whose jurisdiction Ursus falls.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000727001/,letters/brahe-t_16000727001.html
brahe-t_16000802001,1600-08-02,day,ns,letter,to,Ottavio Caurian,Tycho Brahe,Prague,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,329,330,copies-only,1,A,yes,no,no,Certifies that Friedrich Rosenkrantz has been promised a place among Archduke Matthias's attendants and is currently serving under Colonel Kollonitsch before Pápa.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000802001/,letters/brahe-t_16000802001.html
brahe-t_16000803001,1600-08-03,day,ns,letter,from,Tycho Brahe,Holger Rosenkrantz,Benátky,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,329,335,copies-only,1,A,yes,no,no,"Thanks Holger for his long-awaited letter, acknowledges his reports of Tycho's standing with Emperor Rudolf II, and notes that affairs remain unchanged pending the Emperor's return.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_16000803001/,letters/brahe-t_16000803001.html
